,scorer,Test_size,abs_error,quantifier,dataset,actual_c.1,actual_c.2,actual_c.3,actual_c.4,pred_c.1,pred_c.2,pred_c.3,pred_c.4
0,SVC,50,1.255,SCH_CC,news_popularity,0.1,0.31227776223418324,0.06716863045346001,0.5205536073123567,0.0,0.94,0.0,0.06
0,SVC,50,0.832,SCH_MS,news_popularity,0.1,0.31227776223418324,0.06716863045346001,0.5205536073123567,0.036,0.398,0.398,0.169
0,SVC,50,0.345,SCH_EM,news_popularity,0.1,0.31227776223418324,0.06716863045346001,0.5205536073123567,0.025,0.485,0.0,0.49
0,SVC,50,1.131,DySyn,news_popularity,0.1,0.8342297256412778,0.061017958522670494,0.004752315836051682,0.244,0.269,0.259,0.229
0,SVC,50,1.667,DyS,news_popularity,0.1,0.8342297256412778,0.061017958522670494,0.004752315836051682,0.442,0.0,0.442,0.115
0,SVC,50,0.878,DySyn+aMoSS,news_popularity,0.1,0.8342297256412778,0.061017958522670494,0.004752315836051682,0.0,0.495,0.5,0.005
0,SVC,50,0.783,SCH_AC,news_popularity,0.1,0.8342297256412778,0.061017958522670494,0.004752315836051682,0.105,0.447,0.447,0.0
0,SVC,50,0.274,SCH_GPAC,news_popularity,0.1,0.8342297256412778,0.061017958522670494,0.004752315836051682,0.173,0.697,0.087,0.043
0,SVC,50,0.812,SCH_DyS,news_popularity,0.1,0.8342297256412778,0.061017958522670494,0.004752315836051682,0.506,0.491,0.003,0.0
0,SVC,50,0.332,SCH_CC,news_popularity,0.1,0.8342297256412778,0.061017958522670494,0.004752315836051682,0.0,1.0,0.0,0.0
0,SVC,50,0.973,SCH_MS,news_popularity,0.1,0.8342297256412778,0.061017958522670494,0.004752315836051682,0.293,0.348,0.348,0.012
0,SVC,50,0.262,SCH_EM,news_popularity,0.1,0.8342297256412778,0.061017958522670494,0.004752315836051682,0.031,0.776,0.192,0.001
0,SVC,50,0.742,DySyn,news_popularity,0.1,0.18691074464793417,0.25131103133925903,0.4617782240128068,0.297,0.309,0.303,0.091
0,SVC,50,0.86,DyS,news_popularity,0.1,0.18691074464793417,0.25131103133925903,0.4617782240128068,0.391,0.0,0.391,0.219
0,SVC,50,1.065,DySyn+aMoSS,news_popularity,0.1,0.18691074464793417,0.25131103133925903,0.4617782240128068,0.0,0.483,0.488,0.03
0,SVC,50,0.699,SCH_AC,news_popularity,0.1,0.18691074464793417,0.25131103133925903,0.4617782240128068,0.031,0.394,0.394,0.182
0,SVC,50,0.14,SCH_GPAC,news_popularity,0.1,0.18691074464793417,0.25131103133925903,0.4617782240128068,0.058,0.159,0.315,0.468
0,SVC,50,1.514,SCH_DyS,news_popularity,0.1,0.18691074464793417,0.25131103133925903,0.4617782240128068,0.857,0.003,0.011,0.129
0,SVC,50,1.506,SCH_CC,news_popularity,0.1,0.18691074464793417,0.25131103133925903,0.4617782240128068,0.0,0.94,0.0,0.06
0,SVC,50,0.772,SCH_MS,news_popularity,0.1,0.18691074464793417,0.25131103133925903,0.4617782240128068,0.0,0.412,0.412,0.176
0,SVC,50,0.172,SCH_EM,news_popularity,0.1,0.18691074464793417,0.25131103133925903,0.4617782240128068,0.014,0.192,0.27,0.524
0,SVC,50,0.285,DySyn,news_popularity,0.1,0.19773029169728135,0.381360296190145,0.32090941211257373,0.208,0.221,0.239,0.332
0,SVC,50,0.697,DyS,news_popularity,0.1,0.19773029169728135,0.381360296190145,0.32090941211257373,0.415,0.0,0.415,0.17
0,SVC,50,0.736,DySyn+aMoSS,news_popularity,0.1,0.19773029169728135,0.381360296190145,0.32090941211257373,0.0,0.471,0.476,0.053
0,SVC,50,0.422,SCH_AC,news_popularity,0.1,0.19773029169728135,0.381360296190145,0.32090941211257373,0.056,0.395,0.395,0.154
0,SVC,50,0.135,SCH_GPAC,news_popularity,0.1,0.19773029169728135,0.381360296190145,0.32090941211257373,0.109,0.256,0.359,0.276
0,SVC,50,1.245,SCH_DyS,news_popularity,0.1,0.19773029169728135,0.381360296190145,0.32090941211257373,0.003,0.013,0.041,0.944
0,SVC,50,1.445,SCH_CC,news_popularity,0.1,0.19773029169728135,0.381360296190145,0.32090941211257373,0.0,0.92,0.0,0.08
0,SVC,50,0.49,SCH_MS,news_popularity,0.1,0.19773029169728135,0.381360296190145,0.32090941211257373,0.0,0.412,0.412,0.176
0,SVC,50,0.134,SCH_EM,news_popularity,0.1,0.19773029169728135,0.381360296190145,0.32090941211257373,0.077,0.264,0.347,0.311
0,SVC,50,0.538,DySyn,news_popularity,0.1,0.09612874666173371,0.4816980572164802,0.322173196121786,0.237,0.228,0.237,0.298
0,SVC,50,0.522,DyS,news_popularity,0.1,0.09612874666173371,0.4816980572164802,0.322173196121786,0.361,0.0,0.361,0.278
0,SVC,50,0.814,DySyn+aMoSS,news_popularity,0.1,0.09612874666173371,0.4816980572164802,0.322173196121786,0.0,0.485,0.5,0.015
0,SVC,50,0.623,SCH_AC,news_popularity,0.1,0.09612874666173371,0.4816980572164802,0.322173196121786,0.006,0.408,0.408,0.179
0,SVC,50,0.12,SCH_GPAC,news_popularity,0.1,0.09612874666173371,0.4816980572164802,0.322173196121786,0.076,0.06,0.534,0.33
0,SVC,50,0.549,SCH_DyS,news_popularity,0.1,0.09612874666173371,0.4816980572164802,0.322173196121786,0.263,0.086,0.593,0.058
0,SVC,50,1.648,SCH_CC,news_popularity,0.1,0.09612874666173371,0.4816980572164802,0.322173196121786,0.0,0.92,0.0,0.08
0,SVC,50,0.598,SCH_MS,news_popularity,0.1,0.09612874666173371,0.4816980572164802,0.322173196121786,0.0,0.395,0.395,0.21
0,SVC,50,0.132,SCH_EM,news_popularity,0.1,0.09612874666173371,0.4816980572164802,0.322173196121786,0.053,0.077,0.497,0.373
0,SVC,50,0.536,DySyn,news_popularity,0.1,0.2644413175633662,0.3291538800127195,0.30640480242391427,0.31,0.323,0.31,0.058
0,SVC,50,0.705,DyS,news_popularity,0.1,0.2644413175633662,0.3291538800127195,0.30640480242391427,0.391,0.0,0.391,0.219
0,SVC,50,0.774,DySyn+aMoSS,news_popularity,0.1,0.2644413175633662,0.3291538800127195,0.30640480242391427,0.0,0.488,0.493,0.02
0,SVC,50,0.449,SCH_AC,news_popularity,0.1,0.2644413175633662,0.3291538800127195,0.30640480242391427,0.032,0.409,0.409,0.15
0,SVC,50,0.197,SCH_GPAC,news_popularity,0.1,0.2644413175633662,0.3291538800127195,0.30640480242391427,0.142,0.217,0.278,0.363
0,SVC,50,0.98,SCH_DyS,news_popularity,0.1,0.2644413175633662,0.3291538800127195,0.30640480242391427,0.001,0.001,0.819,0.179
0,SVC,50,1.271,SCH_CC,news_popularity,0.1,0.2644413175633662,0.3291538800127195,0.30640480242391427,0.0,0.9,0.0,0.1
0,SVC,50,0.493,SCH_MS,news_popularity,0.1,0.2644413175633662,0.3291538800127195,0.30640480242391427,0.0,0.42,0.42,0.16
0,SVC,50,0.215,SCH_EM,news_popularity,0.1,0.2644413175633662,0.3291538800127195,0.30640480242391427,0.122,0.201,0.285,0.392
0,SVC,50,0.39,DySyn,news_popularity,0.2,0.189534220350138,0.44771334614452263,0.1627524335053393,0.252,0.252,0.252,0.243
0,SVC,50,0.485,DyS,news_popularity,0.2,0.189534220350138,0.44771334614452263,0.1627524335053393,0.442,0.0,0.442,0.115
0,SVC,50,0.705,DySyn+aMoSS,news_popularity,0.2,0.189534220350138,0.44771334614452263,0.1627524335053393,0.0,0.492,0.497,0.01
0,SVC,50,0.457,SCH_AC,news_popularity,0.2,0.189534220350138,0.44771334614452263,0.1627524335053393,0.072,0.418,0.418,0.092
0,SVC,50,0.127,SCH_GPAC,news_popularity,0.2,0.189534220350138,0.44771334614452263,0.1627524335053393,0.171,0.212,0.488,0.128
0,SVC,50,0.57,SCH_DyS,news_popularity,0.2,0.189534220350138,0.44771334614452263,0.1627524335053393,0.467,0.067,0.465,0.0
